Instrument:,RS41,Measurement End Time:,"06/27/2024, 09:50:32",NCAR RS41 sensor on Strateole 2 Super Pressure Balloons
valid,unix_time,air_temp_degC,humdity_percent,humidity_sensor_temp,pres_mb,module_error,rs41_rh_percent,wv_mixing_ratio_ppmv
1,1719481811,-19.379999999999995,45.47,-15.25,439.84,0,64.35979969411217,1941.8696026273228
1,1719481812,-19.310000000000002,45.09,-15.200000000000003,440.34,0,63.70313115721385,1931.3954260320634
1,1719481813,-19.22,44.5,-15.11,440.88,0,62.852578190332565,1917.9611073105798
1,1719481814,-19.159999999999997,43.81,-15.030000000000001,441.38,0,61.96899924357273,1898.535054934682
1,1719481815,-19.129999999999995,43.41,-14.980000000000004,441.94,0,61.49896438407944,1886.556009931228
1,1719481816,-19.040000000000006,43.2,-14.969999999999999,442.42,0,60.782793454170694,1876.9211836472423
1,1719481817,-18.989999999999995,43.29,-14.980000000000004,443.02,0,60.59999514853109,1876.7361752168947
1,1719481818,-18.870000000000005,43.33,-14.870000000000005,443.58,0,60.58481262967783,1893.2109842598973
1,1719481819,-18.810000000000002,43.2,-14.769999999999996,444.04,0,60.59162841582635,1901.176700057526
1,1719481820,-18.739999999999995,42.84,-14.680000000000007,444.66,0,60.17321946021226,1896.685090900517
1,1719481821,-18.659999999999997,42.58,-14.579999999999998,445.34,0,59.892242880536585,1897.8309291794726
1,1719481822,-18.799999999999997,41.93,-14.5,446.02,0,60.0787656476713,1878.2733449021205
1,1719481823,-18.980000000000004,41.29,-14.450000000000003,446.44,0,60.32399069392921,1855.4206236506022
1,1719481824,-19.03,40.61,-14.189999999999998,446.96,0,60.86774130671758,1862.0144465674593
1,1719481825,-19.049999999999997,39.83,-14.11,447.48,0,60.19353338425598,1836.0637138762015
1,1719481826,-18.89,39.5,-13.950000000000003,448.04,0,59.66062051193774,1842.5340461640358
1,1719481827,-18.64,39.06,-13.64,448.5,0,59.2323464267422,1866.8133380317415
1,1719481828,-18.680000000000007,38.11,-13.469999999999999,449.06,0,58.79711219965438,1844.4538859150546
1,1719481829,-18.489999999999995,37.95,-13.310000000000002,449.76,0,58.36608298832379,1857.8907163946087
1,1719481830,-18.75,38.34,-13.689999999999998,450.7,0,58.44887694992422,1815.9494369270142
1,1719481831,-18.769999999999996,38.54,-13.700000000000003,450.88,0,58.8059980566509,1823.2198067629176
1,1719481832,-18.450000000000003,39.18,-13.620000000000005,451.46,0,58.55754601457789,1863.2986212937897

